feeder,tag,start,end,event,event_id,time_diff_pre,JID,year,visit_duration,perch,site,position,day,time,hour,rings,sex,partnerID,box,motherID,fatherID,age,position_year,pre_JID,pre_start,pre_end,this_start,this_end,pre_event_id,next_JID,next_start,next_end,time_diff_next,next_event_id,self_follow,parent,age_24,JID_position,JID_position_year,dual_juv,dual_juv_parent,visit_no,day_ringed,motherID_position_year,fatherID_position_year,mother_position_first,father_position_first,mother_days_before,father_days_before,motherID_year,mother_visit_no_total,fatherID_year,father_visit_no_total,mother_feeder_use,father_feeder_use,parent_feeder_use,pre_age24,pre_age,pre_JID_position_year,pre_first_day,pre_days_before,juv_juv,pre_dual_event_key,day_ringed_z
Y1.1,01148B2CE2,26/06/2023 19:08,26/06/2023 19:10,38583,Y1.1 2023-06-26 19:08:39.434 J5091,53.46799994,J5091,2023,80.7870001792908s (~1.35 minutes),primary,Y,Y1,177,08:39.4,19,RRBZM,NA,NA,Y23,J505,J1480,1,Y1_2023,J4645,26/06/2023 19:07,26/06/2023 19:07,26/06/2023 19:08,26/06/2023 19:10,Y1.1 2023-06-26 19:07:13.156 J4645,J2540,26/06/2023 19:11,26/06/2023 19:12,85.20099998,Y1.1 2023-06-26 19:11:25.424 J2540,not self,0,2,J5091_Y1,J5091_Y1_2023,0,0,1,144,J505_Y1_2023,J1480_Y1_2023,78,77,99,100,J505_2023,NA,J1480_2023,NA,2,2,4,5,4,J4645_Y1_2023,77,100,no_juv_juv,solo_event,-2.462358231
Y1.1,01148AF82D,23/06/2023 07:54,23/06/2023 07:54,34187,Y1.1 2023-06-23 07:54:24.713 J5095,5.127000093,J5095,2023,8.44599986076355s,primary,Y,Y1,174,54:24.7,7,GRBZM,NA,J5121,Y23,J505,J1480,1,Y1_2023,J1480,23/06/2023 07:53,23/06/2023 07:54,23/06/2023 07:54,23/06/2023 07:54,Y1.1 2023-06-23 07:53:13.493 J1480,J972,23/06/2023 07:54,23/06/2023 07:55,7.032999992,Y1.1 2023-06-23 07:54:40.191 J972,not self,1,2,J5095_Y1,J5095_Y1_2023,1,2,22,144,J505_Y1_2023,J1480_Y1_2023,78,77,96,97,J505_2023,NA,J1480_2023,NA,2,2,4,12,11,J1480_Y1_2023,77,97,no_juv_juv,solo_event,-2.462358231
Z3.1,01148B3A50,29/07/2023 07:19,29/07/2023 07:19,8904,Z3.1 2023-07-29 07:19:52.130 J5097,420.2920001,J5097,2023,6.39699983596802s,primary,Z,Z3,210,19:52.1,7,GZRBZM,NA,NA,Z39,J56,J1345,1,Z3_2023,J5604,29/07/2023 07:11,29/07/2023 07:12,29/07/2023 07:19,29/07/2023 07:19,Z3.1 2023-07-29 07:11:33.144 J5604,J5604,29/07/2023 07:37,29/07/2023 07:38,1044.306,Z3.1 2023-07-29 07:37:22.832 J5604,not self,0,2,J5097_Z3,J5097_Z3_2023,0,0,1,146,J56_Z3_2023,J1345_Z3_2023,NA,168,NA,42,J56_2023,NA,J1345_2023,NA,0,2,2,2,1,J5604_Z3_2023,203,7,juv_juv,solo_event,-1.889507534
Z2.1,01148B14EA,12/07/2023 09:10,12/07/2023 09:10,23780,Z2.1 2023-07-12 09:10:36.105 J5098,61.54699993,J5098,2023,0s,primary,Z,Z2,193,10:36.1,9,BRBZM,NA,NA,Z41,J2969,J2331,1,Z2_2023,J2969,12/07/2023 09:09,12/07/2023 09:09,12/07/2023 09:10,12/07/2023 09:10,Z2.1 2023-07-12 09:09:32.506 J2969,J5098,12/07/2023 09:11,12/07/2023 09:11,34.81500006,Z2.1 2023-07-12 09:11:10.920 J5098,not self,1,2,J5098_Z2,J5098_Z2_2023,1,2,14,146,J2969_Z2_2023,J2331_Z2_2023,139,139,54,54,J2969_2023,NA,J2331_2023,NA,2,2,4,7,6,J2969_Z2_2023,139,54,no_juv_juv,solo_event,-1.889507534
Z3.1,01148B14EA,01/07/2023 07:44,01/07/2023 07:44,7153,Z3.1 2023-07-01 07:44:05.394 J5098,55.21899986,J5098,2023,30.5659999847412s,primary,Z,Z3,182,44:05.4,7,BRBZM,NA,NA,Z41,J2969,J2331,1,Z3_2023,J2331,01/07/2023 07:42,01/07/2023 07:43,01/07/2023 07:44,01/07/2023 07:44,Z3.1 2023-07-01 07:42:42.309 J2331,J5519,01/07/2023 07:44,01/07/2023 07:45,0,Z3.1 2023-07-01 07:44:35.960 J5519,not self,1,2,J5098_Z3,J5098_Z3_2023,1,2,1,146,J2969_Z3_2023,J2331_Z3_2023,NA,182,NA,0,J2969_2023,NA,J2331_2023,NA,0,2,2,8,7,J2331_Z3_2023,182,0,no_juv_juv,solo_event,-1.889507534
Z5.1,01148B14EA,27/06/2023 10:21,27/06/2023 10:22,57141,Z5.1 2023-06-27 10:21:39.360 J5098,59.22900009,J5098,2023,39.0679998397827s,primary,Z,Z5,178,21:39.4,10,BRBZM,NA,NA,Z41,J2969,J2331,1,Z5_2023,J1973,27/06/2023 10:20,27/06/2023 10:20,27/06/2023 10:21,27/06/2023 10:22,Z5.1 2023-06-27 10:20:40.131 J1973,J1154,27/06/2023 10:23,27/06/2023 10:23,45.13199997,Z5.1 2023-06-27 10:23:03.559 J1154,not self,0,2,J5098_Z5,J5098_Z5_2023,1,1,2,146,J2969_Z5_2023,J2331_Z5_2023,164,164,14,14,J2969_2023,NA,J2331_2023,NA,2,2,4,9,8,J1973_Z5_2023,144,34,no_juv_juv,solo_event,-1.889507534
Y1.1,01148A4EE0,22/06/2023 05:54,22/06/2023 05:55,31571,Y1.1 2023-06-22 05:54:42.835 J5101,60.54799986,J5101,2023,31.8050000667572s,primary,Y,Y1,173,54:42.8,5,OZRBZM,NA,NA,Y35,J5089,J2126,1,Y1_2023,J2126,22/06/2023 05:53,22/06/2023 05:53,22/06/2023 05:54,22/06/2023 05:55,Y1.1 2023-06-22 05:53:31.789 J2126,J5101,22/06/2023 05:55,22/06/2023 05:55,14.49199986,Y1.1 2023-06-22 05:55:29.132 J5101,not self,1,2,J5101_Y1,J5101_Y1_2023,1,2,12,147,J5089_Y1_2023,J2126_Y1_2023,100,78,73,95,J5089_2023,NA,J2126_2023,NA,2,2,4,8,7,J2126_Y1_2023,78,95,no_juv_juv,solo_event,-1.603082186
Y4.1,01148A4EE0,29/06/2023 07:15,29/06/2023 07:15,72969,Y4.1 2023-06-29 07:15:05.618 J5101,0,J5101,2023,37.9050002098083s,primary,Y,Y4,180,15:05.6,7,OZRBZM,NA,NA,Y35,J5089,J2126,1,Y4_2023,J2126,29/06/2023 07:14,29/06/2023 07:15,29/06/2023 07:15,29/06/2023 07:15,Y4.1 2023-06-29 07:14:44.375 J2126,J5530,29/06/2023 07:16,29/06/2023 07:16,34.18499994,Y4.1 2023-06-29 07:16:17.710 J5530,not self,1,2,J5101_Y4,J5101_Y4_2023,1,2,39,147,J5089_Y4_2023,J2126_Y4_2023,132,160,48,20,J5089_2023,NA,J2126_2023,NA,2,2,4,8,7,J2126_Y4_2023,160,20,no_juv_juv,solo_event,-1.603082186
Z2.1,01148B4C50,06/07/2023 05:50,06/07/2023 05:50,14474,Z2.1 2023-07-06 05:50:53.937 J5103,0,J5103,2023,2.05099987983704s,primary,Z,Z2,187,50:53.9,5,YWRZM,NA,NA,Z45,J3508,J2783,1,Z2_2023,J2783,06/07/2023 05:50,06/07/2023 05:50,06/07/2023 05:50,06/07/2023 05:50,Z2.1 2023-07-06 05:50:49.565 J2783,J2783,06/07/2023 05:50,06/07/2023 05:50,1.760000229,Z2.1 2023-07-06 05:50:57.748 J2783,not self,1,2,J5103_Z2,J5103_Z2_2023,1,2,207,155,J3508_Z2_2023,J2783_Z2_2023,139,138,48,49,J3508_2023,NA,J2783_2023,NA,2,2,4,7,6,J2783_Z2_2023,138,49,no_juv_juv,solo_event,0.688320602
Y1.1,01148A5531,24/06/2023 14:01,24/06/2023 14:01,36058,Y1.1 2023-06-24 14:01:31.650 J5118,4.71600008,J5118,2023,1.61100006103516s,primary,Y,Y1,175,01:31.7,14,YRBZM,NA,NA,Y23,J505,J1480,1,Y1_2023,J4521,24/06/2023 14:01,24/06/2023 14:01,24/06/2023 14:01,24/06/2023 14:01,Y1.1 2023-06-24 14:01:26.934 J4521,J1480,24/06/2023 14:01,24/06/2023 14:02,0.000999928,Y1.1 2023-06-24 14:01:33.262 J1480,not self,0,2,J5118_Y1,J5118_Y1_2023,0,0,164,144,J505_Y1_2023,J1480_Y1_2023,78,77,97,98,J505_2023,NA,J1480_2023,NA,2,2,4,6,5,J4521_Y1_2023,143,32,no_juv_juv,solo_event,-2.462358231
Y2.1,01148A5531,17/07/2023 09:40,17/07/2023 09:40,14290,Y2.1 2023-07-17 09:40:27.828 J5118,221.105,J5118,2023,0s,primary,Y,Y2,198,40:27.8,9,YRBZM,NA,NA,Y23,J505,J1480,1,Y2_2023,J3492,17/07/2023 09:36,17/07/2023 09:36,17/07/2023 09:40,17/07/2023 09:40,Y2.1 2023-07-17 09:36:27.137 J3492,J5118,17/07/2023 09:40,17/07/2023 09:40,20.89799976,Y2.1 2023-07-17 09:40:48.725 J5118,not self,0,2,J5118_Y2,J5118_Y2_2023,0,0,54,144,J505_Y2_2023,J1480_Y2_2023,NA,NA,NA,NA,J505_2023,NA,J1480_2023,NA,0,0,0,7,6,J3492_Y2_2023,137,61,no_juv_juv,solo_event,-2.462358231
Y1.1,01148B34F1,24/06/2023 20:25,24/06/2023 20:26,36745,Y1.1 2023-06-24 20:25:59.986 J5119,39.86100006,J5119,2023,16.845999956131s,primary,Y,Y1,175,26:00.0,20,GGBZM,NA,NA,Y22,J4645,J4646,1,Y1_2023,J4645,24/06/2023 20:22,24/06/2023 20:25,24/06/2023 20:25,24/06/2023 20:26,Y1.1 2023-06-24 20:22:56.105 J4645,J4646,24/06/2023 20:26,24/06/2023 20:26,29.08700013,Y1.1 2023-06-24 20:26:45.919 J4646,not self,1,2,J5119_Y1,J5119_Y1_2023,1,2,28,148,J4645_Y1_2023,J4646_Y1_2023,77,77,98,98,J4645_2023,NA,J4646_2023,NA,2,2,4,5,4,J4645_Y1_2023,77,98,no_juv_juv,solo_event,-1.316656837
Y4.1,01148B34F1,18/06/2023 13:55,18/06/2023 13:55,57015,Y4.1 2023-06-18 13:55:53.717 J5119,0,J5119,2023,2.05100011825562s,primary,Y,Y4,169,55:53.7,13,GGBZM,NA,NA,Y22,J4645,J4646,1,Y4_2023,J4645,18/06/2023 13:54,18/06/2023 13:55,18/06/2023 13:55,18/06/2023 13:55,Y4.1 2023-06-18 13:54:58.709 J4645,J4645,18/06/2023 13:55,18/06/2023 13:55,2.587999821,Y4.1 2023-06-18 13:55:58.355 J4645,not self,1,2,J5119_Y4,J5119_Y4_2023,1,2,2,148,J4645_Y4_2023,J4646_Y4_2023,121,115,48,54,J4645_2023,NA,J4646_2023,NA,2,2,4,5,4,J4645_Y4_2023,121,48,no_juv_juv,solo_event,-1.316656837
Y1.1,01148B4C67,26/06/2023 06:12,26/06/2023 06:12,37809,Y1.1 2023-06-26 06:12:17.960 J5120,71.35599995,J5120,2023,2.11299991607666s,primary,Y,Y1,177,12:18.0,6,YGBZM,NA,NA,Y22,J4645,J4646,1,Y1_2023,J933,26/06/2023 06:10,26/06/2023 06:11,26/06/2023 06:12,26/06/2023 06:12,Y1.1 2023-06-26 06:10:40.756 J933,J5120,26/06/2023 06:12,26/06/2023 06:13,39.44099998,Y1.1 2023-06-26 06:12:59.513 J5120,not self,0,2,J5120_Y1,J5120_Y1_2023,1,1,9,148,J4645_Y1_2023,J4646_Y1_2023,77,77,100,100,J4645_2023,NA,J4646_2023,NA,2,2,4,12,11,J933_Y1_2023,173,4,no_juv_juv,solo_event,-1.316656837
Y4.1,01148B4C67,13/07/2023 12:41,13/07/2023 12:41,85046,Y4.1 2023-07-13 12:41:50.406 J5120,17.23699999,J5120,2023,0s,primary,Y,Y4,194,41:50.4,12,YGBZM,NA,NA,Y22,J4645,J4646,1,Y4_2023,J4645,13/07/2023 12:41,13/07/2023 12:41,13/07/2023 12:41,13/07/2023 12:41,Y4.1 2023-07-13 12:41:33.169 J4645,J4645,13/07/2023 12:41,13/07/2023 12:42,1.366999865,Y4.1 2023-07-13 12:41:51.773 J4645,not self,1,2,J5120_Y4,J5120_Y4_2023,1,2,1,148,J4645_Y4_2023,J4646_Y4_2023,121,115,73,79,J4645_2023,NA,J4646_2023,NA,2,2,4,5,4,J4645_Y4_2023,121,73,no_juv_juv,solo_event,-1.316656837
Y1.1,01148AA2E5,22/06/2023 06:29,22/06/2023 06:29,31686,Y1.1 2023-06-22 06:29:47.650 J5121,7.934999943,J5121,2023,0s,primary,Y,Y1,173,29:47.7,6,WGBZM,NA,J5095,Y02,J3899,J2488,1,Y1_2023,J3899,22/06/2023 06:28,22/06/2023 06:29,22/06/2023 06:29,22/06/2023 06:29,Y1.1 2023-06-22 06:28:54.406 J3899,J3899,22/06/2023 06:29,22/06/2023 06:30,11.86599994,Y1.1 2023-06-22 06:29:59.516 J3899,not self,1,2,J5121_Y1,J5121_Y1_2023,1,2,112,148,J3899_Y1_2023,J2488_Y1_2023,81,99,92,74,J3899_2023,NA,J2488_2023,NA,2,2,4,7,6,J3899_Y1_2023,81,92,no_juv_juv,solo_event,-1.316656837
Y2.1,01148AA2E5,23/07/2023 09:57,23/07/2023 09:57,14992,Y2.1 2023-07-23 09:57:42.145 J5121,153.1999998,J5121,2023,10.672000169754s,primary,Y,Y2,204,57:42.1,9,WGBZM,NA,J5095,Y02,J3899,J2488,1,Y2_2023,J1182,23/07/2023 09:53,23/07/2023 09:55,23/07/2023 09:57,23/07/2023 09:57,Y2.1 2023-07-23 09:53:50.131 J1182,J516,23/07/2023 09:58,23/07/2023 09:58,27.773,Y2.1 2023-07-23 09:58:20.592 J516,not self,0,2,J5121_Y2,J5121_Y2_2023,1,1,4,148,J3899_Y2_2023,J2488_Y2_2023,135,NA,69,NA,J3899_2023,NA,J2488_2023,NA,2,0,2,10,9,J1182_Y2_2023,143,61,no_juv_juv,solo_event,-1.316656837
Z2.1,01148AA2E5,29/07/2023 09:24,29/07/2023 09:25,43408,Z2.1 2023-07-29 09:24:13.426 J5121,0.114000082,J5121,2023,68.2969999313354s (~1.14 minutes),primary,Z,Z2,210,24:13.4,9,WGBZM,NA,J5095,Y02,J3899,J2488,1,Z2_2023,J4634,29/07/2023 09:22,29/07/2023 09:24,29/07/2023 09:24,29/07/2023 09:25,Z2.1 2023-07-29 09:22:48.715 J4634,J5488,29/07/2023 09:25,29/07/2023 09:25,0,Z2.1 2023-07-29 09:25:21.723 J5488,not self,0,2,J5121_Z2,J5121_Z2_2023,1,1,65,148,J3899_Z2_2023,J2488_Z2_2023,NA,NA,NA,NA,J3899_2023,NA,J2488_2023,NA,0,0,0,3,2,J4634_Z2_2023,139,71,no_juv_juv,solo_event,-1.316656837
Z3.1,01148AA2E5,29/07/2023 08:06,29/07/2023 08:07,8921,Z3.1 2023-07-29 08:06:21.189 J5121,123.3990002,J5121,2023,85.452999830246s (~1.42 minutes),primary,Z,Z3,210,06:21.2,8,WGBZM,NA,J5095,Y02,J3899,J2488,1,Z3_2023,J5604,29/07/2023 08:03,29/07/2023 08:04,29/07/2023 08:06,29/07/2023 08:07,Z3.1 2023-07-29 08:03:07.360 J5604,J5121,29/07/2023 08:07,29/07/2023 08:07,11.8269999,Z3.1 2023-07-29 08:07:58.467 J5121,not self,0,2,J5121_Z3,J5121_Z3_2023,1,1,2,148,J3899_Z3_2023,J2488_Z3_2023,NA,NA,NA,NA,J3899_2023,NA,J2488_2023,NA,0,0,0,2,1,J5604_Z3_2023,203,7,juv_juv,solo_event,-1.316656837
Y1.1,01148AF043,22/06/2023 19:50,22/06/2023 19:50,33355,Y1.1 2023-06-22 19:50:33.394 J5129,0,J5129,2023,0.246999979019165s,primary,Y,Y1,173,50:33.4,19,OGBZM,NA,NA,Y02,J3899,J2488,1,Y1_2023,J3899,22/06/2023 19:48,22/06/2023 19:50,22/06/2023 19:50,22/06/2023 19:50,Y1.1 2023-06-22 19:48:48.814 J3899,J3899,22/06/2023 19:50,22/06/2023 19:51,7.812000036,Y1.1 2023-06-22 19:50:41.453 J3899,not self,1,2,J5129_Y1,J5129_Y1_2023,1,2,13,148,J3899_Y1_2023,J2488_Y1_2023,81,99,92,74,J3899_2023,NA,J2488_2023,NA,2,2,4,7,6,J3899_Y1_2023,81,92,no_juv_juv,solo_event,-1.316656837
Y2.1,01148AF043,10/07/2023 13:42,10/07/2023 13:44,21561,Y2.1 2023-07-10 13:42:46.178 J5129,132.0019999,J5129,2023,78.7030000686646s (~1.31 minutes),primary,Y,Y2,191,42:46.2,13,OGBZM,NA,NA,Y02,J3899,J2488,1,Y2_2023,J4992,10/07/2023 13:39,10/07/2023 13:40,10/07/2023 13:42,10/07/2023 13:44,Y2.1 2023-07-10 13:39:17.862 J4992,J516,10/07/2023 13:57,10/07/2023 13:59,819.618,Y2.1 2023-07-10 13:57:44.500 J516,not self,0,2,J5129_Y2,J5129_Y2_2023,1,1,2,148,J3899_Y2_2023,J2488_Y2_2023,135,NA,56,NA,J3899_2023,NA,J2488_2023,NA,2,0,2,5,4,J4992_Y2_2023,171,20,no_juv_juv,solo_event,-1.316656837
Y3.1,01148AF043,27/07/2023 17:50,27/07/2023 17:50,37070,Y3.1 2023-07-27 17:50:26.302 J5129,50.57299995,J5129,2023,32.5920000076294s,primary,Y,Y3,208,50:26.3,17,OGBZM,NA,NA,Y02,J3899,J2488,1,Y3_2023,J4304,27/07/2023 17:49,27/07/2023 17:49,27/07/2023 17:50,27/07/2023 17:50,Y3.1 2023-07-27 17:49:33.677 J4304,J4282,28/07/2023 07:06,28/07/2023 07:06,47724.98,Y3.1 2023-07-28 07:06:23.874 J4282,not self,0,2,J5129_Y3,J5129_Y3_2023,1,1,1,148,J3899_Y3_2023,J2488_Y3_2023,175,NA,33,NA,J3899_2023,NA,J2488_2023,NA,2,0,2,4,3,J4304_Y3_2023,114,94,no_juv_juv,solo_event,-1.316656837
Y4.1,01148AF043,08/07/2023 10:44,08/07/2023 10:44,82780,Y4.1 2023-07-08 10:44:03.487 J5129,1.066999912,J5129,2023,2.05100011825562s,primary,Y,Y4,189,44:03.5,10,OGBZM,NA,NA,Y02,J3899,J2488,1,Y4_2023,J2941,08/07/2023 10:43,08/07/2023 10:44,08/07/2023 10:44,08/07/2023 10:44,Y4.1 2023-07-08 10:43:51.816 J2941,J1902,08/07/2023 10:44,08/07/2023 10:44,0.292999983,Y4.1 2023-07-08 10:44:05.832 J1902,not self,0,2,J5129_Y4,J5129_Y4_2023,1,1,1,148,J3899_Y4_2023,J2488_Y4_2023,128,NA,61,NA,J3899_2023,NA,J2488_2023,NA,2,0,2,9,8,J2941_Y4_2023,112,77,no_juv_juv,solo_event,-1.316656837
Y1.1,01148ADBFD,24/06/2023 20:16,24/06/2023 20:16,36728,Y1.1 2023-06-24 20:16:56.832 J5134,7.385999918,J5134,2023,2.05099987983704s,primary,Y,Y1,175,16:56.8,20,BGBZM,NA,NA,Y22,J4645,J4646,1,Y1_2023,J4646,24/06/2023 20:16,24/06/2023 20:16,24/06/2023 20:16,24/06/2023 20:16,Y1.1 2023-06-24 20:16:23.952 J4646,J4645,24/06/2023 20:17,24/06/2023 20:18,1.671999931,Y1.1 2023-06-24 20:17:00.554 J4645,not self,1,2,J5134_Y1,J5134_Y1_2023,1,2,38,148,J4645_Y1_2023,J4646_Y1_2023,77,77,98,98,J4645_2023,NA,J4646_2023,NA,2,2,4,5,4,J4646_Y1_2023,77,98,no_juv_juv,solo_event,-1.316656837
Y1.1,01148A5BAB,22/06/2023 07:13,22/06/2023 07:13,31909,Y1.1 2023-06-22 07:13:07.276 J5146,0.001999855,J5146,2023,2.04900002479553s,primary,Y,Y1,173,13:07.3,7,OWBZM,NA,NA,Z35,J2415,J1627,1,Y1_2023,J1627,22/06/2023 07:13,22/06/2023 07:13,22/06/2023 07:13,22/06/2023 07:13,Y1.1 2023-06-22 07:13:05.322 J1627,J1627,22/06/2023 07:13,22/06/2023 07:13,37.99000001,Y1.1 2023-06-22 07:13:47.315 J1627,not self,1,2,J5146_Y1,J5146_Y1_2023,1,2,18,151,J2415_Y1_2023,J1627_Y1_2023,NA,173,NA,0,J2415_2023,NA,J1627_2023,NA,0,2,2,9,8,J1627_Y1_2023,173,0,no_juv_juv,solo_event,-0.457380792
Z2.1,01148A5BAB,16/07/2023 15:02,16/07/2023 15:02,27313,Z2.1 2023-07-16 15:02:22.605 J5146,28.27999997,J5146,2023,0s,primary,Z,Z2,197,02:22.6,15,OWBZM,NA,NA,Z35,J2415,J1627,1,Z2_2023,J618,16/07/2023 15:01,16/07/2023 15:01,16/07/2023 15:02,16/07/2023 15:02,Z2.1 2023-07-16 15:01:54.325 J618,J4634,16/07/2023 17:01,16/07/2023 17:02,7121.145,Z2.1 2023-07-16 17:01:03.750 J4634,not self,0,2,J5146_Z2,J5146_Z2_2023,1,1,142,151,J2415_Z2_2023,J1627_Z2_2023,143,139,54,58,J2415_2023,NA,J1627_2023,NA,2,2,4,11,10,J618_Z2_2023,191,6,no_juv_juv,solo_event,-0.457380792
Z5.1,01148A5BAB,27/06/2023 12:39,27/06/2023 12:39,57474,Z5.1 2023-06-27 12:39:14.491 J5146,4.339000225,J5146,2023,15.7709999084473s,primary,Z,Z5,178,39:14.5,12,OWBZM,NA,NA,Z35,J2415,J1627,1,Z5_2023,J1627,27/06/2023 12:38,27/06/2023 12:39,27/06/2023 12:39,27/06/2023 12:39,Z5.1 2023-06-27 12:38:47.123 J1627,J2783,27/06/2023 12:39,27/06/2023 12:39,0,Z5.1 2023-06-27 12:39:30.262 J2783,not self,1,2,J5146_Z5,J5146_Z5_2023,1,2,14,151,J2415_Z5_2023,J1627_Z5_2023,143,138,35,40,J2415_2023,NA,J1627_2023,NA,2,2,4,9,8,J1627_Z5_2023,138,40,no_juv_juv,solo_event,-0.457380792
Y2.1,01148AE62E,01/08/2023 15:09,01/08/2023 15:09,15990,Y2.1 2023-08-01 15:09:14.980 J5152,10.64499998,J5152,2023,4.15100002288818s,primary,Y,Y2,213,09:15.0,15,BZYBZM,NA,NA,Y01,J1031,J1171,1,Y2_2023,J3482,01/08/2023 15:09,01/08/2023 15:09,01/08/2023 15:09,01/08/2023 15:09,Y2.1 2023-08-01 15:09:04.335 J3482,J3482,01/08/2023 15:09,01/08/2023 15:09,15.99300003,Y2.1 2023-08-01 15:09:35.125 J3482,not self,0,2,J5152_Y2,J5152_Y2_2023,0,0,4,150,J1031_Y2_2023,J1171_Y2_2023,NA,NA,NA,NA,J1031_2023,NA,J1171_2023,NA,0,0,0,8,7,J3482_Y2_2023,175,38,no_juv_juv,solo_event,-0.74380614
Y1.1,01148AC5D7,23/06/2023 20:03,23/06/2023 20:03,34513,Y1.1 2023-06-23 20:03:29.641 J5154,0,J5154,2023,0s,primary,Y,Y1,174,03:29.6,20,GYBZM,NA,NA,Y05,J4109,J4111,1,Y1_2023,J4111,23/06/2023 20:02,23/06/2023 20:03,23/06/2023 20:03,23/06/2023 20:03,Y1.1 2023-06-23 20:02:44.621 J4111,J4111,23/06/2023 20:03,23/06/2023 20:04,12.30599999,Y1.1 2023-06-23 20:03:41.947 J4111,not self,1,2,J5154_Y1,J5154_Y1_2023,1,2,72,149,J4109_Y1_2023,J4111_Y1_2023,80,80,94,94,J4109_2023,NA,J4111_2023,NA,2,2,4,4,3,J4111_Y1_2023,80,94,no_juv_juv,solo_event,-1.030231489
Y2.1,01148AC5D7,20/06/2023 06:00,20/06/2023 06:00,4740,Y2.1 2023-06-20 06:00:02.911 J5154,0,J5154,2023,6.69200015068054s,primary,Y,Y2,171,00:02.9,6,GYBZM,NA,NA,Y05,J4109,J4111,1,Y2_2023,J4111,20/06/2023 05:59,20/06/2023 06:00,20/06/2023 06:00,20/06/2023 06:00,Y2.1 2023-06-20 05:59:23.632 J4111,J4126,20/06/2023 06:00,20/06/2023 06:00,0.81099987,Y2.1 2023-06-20 06:00:10.414 J4126,not self,1,2,J5154_Y2,J5154_Y2_2023,1,2,955,149,J4109_Y2_2023,J4111_Y2_2023,134,143,37,28,J4109_2023,NA,J4111_2023,NA,2,2,4,4,3,J4111_Y2_2023,143,28,no_juv_juv,solo_event,-1.030231489
Z3.1,01148AA392,29/07/2023 06:54,29/07/2023 06:54,8881,Z3.1 2023-07-29 06:54:44.170 J5169,198.391,J5169,2023,0s,primary,Z,Z3,210,54:44.2,6,RBBZM,NA,NA,Z19,J2680,J2619,1,Z3_2023,J5622,29/07/2023 06:51,29/07/2023 06:51,29/07/2023 06:54,29/07/2023 06:54,Z3.1 2023-07-29 06:51:25.779 J5622,J5491,29/07/2023 07:02,29/07/2023 07:03,469.8179998,Z3.1 2023-07-29 07:02:33.987 J5491,not self,0,2,J5169_Z3,J5169_Z3_2023,0,0,1,150,J2680_Z3_2023,J2619_Z3_2023,142,145,68,65,J2680_2023,NA,J2619_2023,NA,2,2,4,2,1,J5622_Z3_2023,210,0,juv_juv,solo_event,-0.74380614
Z5.1,01148B21BC,05/07/2023 09:17,05/07/2023 09:17,59039,Z5.1 2023-07-05 09:17:33.584 J5173,57.70200014,J5173,2023,2.05099987983704s,primary,Z,Z5,186,17:33.6,9,YZBBZM,NA,NA,Z38,J4940,J933,1,Z5_2023,J933,05/07/2023 09:16,05/07/2023 09:16,05/07/2023 09:17,05/07/2023 09:17,Z5.1 2023-07-05 09:16:35.881 J933,J1463,05/07/2023 09:30,05/07/2023 09:30,761.7900002,Z5.1 2023-07-05 09:30:17.424 J1463,not self,1,2,J5173_Z5,J5173_Z5_2023,1,2,2,151,J4940_Z5_2023,J933_Z5_2023,NA,143,NA,43,J4940_2023,NA,J933_2023,NA,0,2,2,12,11,J933_Z5_2023,143,43,no_juv_juv,solo_event,-0.457380792
Z3.1,01148B2236,02/08/2023 06:46,02/08/2023 06:46,16975,Z3.1 2023-08-02 06:46:44.920 J5177,81227.569,J5177,2023,2.04999995231628s,primary,Z,Z3,214,46:44.9,6,GZGBZM,NA,NA,Z03,J1154,J2395,1,Z3_2023,J5604,01/08/2023 08:11,01/08/2023 08:12,02/08/2023 06:46,02/08/2023 06:46,Z3.1 2023-08-01 08:11:36.125 J5604,J5604,02/08/2023 13:12,02/08/2023 13:13,23143.835,Z3.1 2023-08-02 13:12:30.804 J5604,not self,0,2,J5177_Z3,J5177_Z3_2023,0,0,1,148,J1154_Z3_2023,J2395_Z3_2023,162,148,52,66,J1154_2023,NA,J2395_2023,NA,2,2,4,2,1,J5604_Z3_2023,203,11,juv_juv,solo_event,-1.316656837
Z2.1,01148B23E9,11/07/2023 08:58,11/07/2023 08:58,22071,Z2.1 2023-07-11 08:58:18.426 J5184,0,J5184,2023,0s,primary,Z,Z2,192,58:18.4,8,OZOBZM,NA,J5607,Z16,J1001,J2077,1,Z2_2023,J4634,11/07/2023 08:58,11/07/2023 08:58,11/07/2023 08:58,11/07/2023 08:58,Z2.1 2023-07-11 08:58:06.367 J4634,J2077,11/07/2023 08:58,11/07/2023 08:58,3.467000008,Z2.1 2023-07-11 08:58:21.893 J2077,not self,0,2,J5184_Z2,J5184_Z2_2023,0,0,1,152,J1001_Z2_2023,J2077_Z2_2023,139,139,53,53,J1001_2023,NA,J2077_2023,NA,2,2,4,3,2,J4634_Z2_2023,139,53,no_juv_juv,solo_event,-0.170955444
